,Series Name,Description,Frequency,Start,End
11002,FR884041005.A,All domestic sectors; short-term loans including repurchase agreements; asset,A,12-31-1946,12-31-2013
11003,FR713190005.A,Monetary authority; total miscellaneous liabilities,A,12-31-1946,12-31-2013
11004,FL694022005.A,Non-MMF investment funds; debt securities; asset,A,12-31-1945,12-31-2013
11005,FU883120205.Q,All domestic sectors; currency including checkable deposits; liability (IMA),Q,12-31-1946,09-30-2014
11006,FU883130205.Q,All domestic sectors; other deposits including time and savings deposits; liabilty (IMA),Q,12-31-1946,09-30-2014
11007,FA713011203.Q,Monetary authority; monetary gold; asset,Q,12-31-1946,09-30-2014
11008,FU825019905.A,Domestic business; gross fixed investment and inventories,A,12-31-1946,12-31-2013
11009,FU714041005.Q,Monetary authority; short-term loans including repurchase agreements; asset,Q,12-31-1946,09-30-2014
11010,FL584090005.Q,Insurance companies and pension funds; total financial assets ,Q,12-31-1945,09-30-2014
11011,FA704000005.A,Private depository institutions; total currency and deposits; asset,A,12-31-1946,12-31-2013
11012,FA793081205.Q,Financial business; mutual fund and money market fund shares; asset,Q,12-31-1946,09-30-2014
11013,FA793090005.A,Financial business; total miscellaneous assets,A,12-31-1946,12-31-2013
11014,FA513065503.A,Property-casualty insurance companies; commercial mortgages; asset,A,12-31-1946,12-31-2013
11015,FL118100005.Q,Nonfinancial noncorporate business; holding gains on assets at current cost,Q,12-31-1945,09-30-2014
11016,FU633030000.A,Money market mutual funds; total time and savings deposits; asset,A,12-31-1946,12-31-2013
11017,FU633030000.Q,Money market mutual funds; total time and savings deposits; asset,Q,12-31-1946,09-30-2014
11018,FA265000005.Q,Rest of the world; net lending (+) or borrowing (-) (financial account),Q,12-31-1946,09-30-2014
11019,FU543063085.Q,"Life insurance companies, separate accounts; corporate and foreign bonds; asset",Q,12-31-1946,09-30-2014
11020,FL544004005.Q,Life insurance companies; credit market instruments; asset,Q,12-31-1945,09-30-2014
11021,FA796150175.A,"Financial business; property income received, net (IMA)",A,12-31-1946,12-31-2013
11022,FL703181105.Q,Private depository institutions; equity and investment fund shares excluding mutual fund shares and money market fund shares; liability (IMA),Q,12-31-1945,09-30-2014
11023,FL263192101.Q,Rest of the world; U.S. direct investment abroad: equity; liability (current cost),Q,12-31-1982,09-30-2014
11024,FL543092473.A,"Life insurance companies, general accounts; equity in FHLB; asset",A,12-31-1945,12-31-2013
11025,FU895050005.A,All sectors; total capital expenditures,A,12-31-1946,12-31-2013
11026,FU895400005.Q,All sectors; capital transfers received ,Q,12-31-1946,09-30-2014
11027,FL743020003.Q,Banks in U.S.-affiliated areas; checkable deposits and currency; asset,Q,12-31-1945,09-30-2014
11028,FR594190005.Q,Pension funds; total liabilities,Q,12-31-1946,09-30-2014
11029,FA366902005.A,General government (consolidated); gross domestic product (GDP),A,12-31-1946,12-31-2013
11030,FA796220001.Q,"Financial business; current taxes on income, wealth, etc. paid (IMA)",Q,12-31-1946,09-30-2014
11031,FA713061703.Q,Monetary authority; agency- and GSE-backed securities other than MBS; asset,Q,12-31-1946,09-30-2014
11032,FU223064175.A,State and local government employee defined contribution retirement funds; corporate equities held directly and indirectly through mutual funds; asset,A,12-31-1946,12-31-2013
11033,FR104140005.Q,Nonfinancial corporate business; loans and short-term paper; liability,Q,12-31-1946,09-30-2014
11034,FU896220005.A,"All sectors; current taxes on income, wealth, etc. paid (IMA)",A,12-31-1946,12-31-2013
11035,FA763123005.Q,"U.S.-chartered depository institutions; checkable deposits due to the federal government, including demand notes issued to U.S. Treasury and tax and loan accounts; liability",Q,12-31-1946,09-30-2014
11036,FL263081005.Q,Rest of the world; equity and investment fund shares; asset (IMA),Q,12-31-1945,09-30-2014
11037,FL794022605.A,Financial business; long-term debt securities; asset,A,12-31-1945,12-31-2013
11038,FU223063053.Q,State and local government employee defined contribution retirement funds; corporate and foreign bonds; asset,Q,12-31-1946,09-30-2014
11039,FL543093005.A,Life insurance companies; unidentified miscellaneous assets,A,12-31-1945,12-31-2013
11040,FU894104005.A,All sectors; credit market instruments; liability,A,12-31-1946,12-31-2013
11041,FR763066303.A,U.S.-chartered depository institutions; leases to households; asset (Call Report; consolidated),A,12-31-1946,12-31-2013
11042,FA656006403.A,Mutual funds; undistributed corporate profits; gross saving; net saving,A,12-31-1946,12-31-2013
11043,FL743062003.Q,Banks in U.S.-affiliated areas; municipal securities and loans; asset,Q,12-31-1945,09-30-2014
11044,FA205440005.Q,State and local governments; net capital transfers paid ,Q,12-31-1946,09-30-2014
11045,FA544090085.A,"Life insurance companies, separate accounts; total financial assets ",A,12-31-1946,12-31-2013
11046,FR594090055.Q,Defined contribution pension funds; total financial assets,Q,12-31-1946,09-30-2014
11047,FR103165005.A,Nonfinancial corporate business; total mortgages; liability,A,12-31-1946,12-31-2013
11048,FR503192003.Q,Funding corporations; foriegn direct investment in U.S.; liability,Q,12-31-1946,09-30-2014
11049,FA263092303.Q,Rest of the world; foreign direct investment in U.S.: intercompany accounts; asset ,Q,03-31-1982,09-30-2014
11050,FA263092313.Q,"Rest of the world; foreign direct investment in U.S.: intercompany accounts, U.S. parents' liabilities; asset",Q,03-31-1982,09-30-2014
11051,FU503164105.Q,Funding corporations; corporate equities; liability,Q,12-31-1946,09-30-2014
11052,FU315420003.A,Federal government; acquisition of nonproduced nonfinancial assets (net),A,12-31-1946,12-31-2013
11053,FU315430005.A,Federal government; capital account transactions (net) ,A,12-31-1946,12-31-2013
11054,FU366231005.Q,General government (consolidated); taxes on corporate income (accrual basis),Q,12-31-1946,09-30-2014
11055,FL674190005.A,Issuers of asset-backed securities; total liabilities ,A,12-31-1945,12-31-2013
11056,FL675013013.A,Issuers of asset-backed securities; consumer leases,A,12-31-1945,12-31-2013
11057,FU573063055.A,"Private defined contribution pension funds, including 403(b) plans; corporate and foreign bonds; asset",A,12-31-1946,12-31-2013
11058,FU573020005.Q,Private pension funds; checkable deposits and currency; asset,Q,12-31-1946,09-30-2014
11059,FU714022405.Q,Monetary authority; short-term debt securities; asset,Q,12-31-1946,09-30-2014
11060,FU714100005.A,Monetary authority; total currency and deposits; liability,A,12-31-1946,12-31-2013
11061,FA894090005.Q,All sectors; total financial assets ,Q,12-31-1946,09-30-2014
11062,FA793081115.Q,Financial business; other equity; asset (IMA),Q,12-31-1946,09-30-2014
11063,FA793092281.A,Financial business; reinvested earnings on U.S. direct investment abroad; received (IMA),A,12-31-1946,12-31-2013
11064,FL105013613.Q,"Nonfinancial corporate business; nonresidential structures, historical cost basis",Q,12-31-1945,09-30-2014
11065,FA513069103.A,Property-casualty insurance companies; commercial paper; asset,A,12-31-1946,12-31-2013
11066,FR573020055.A,"Private defined contribution pension funds, including 403(b) plans; checkable deposits and currency; asset",A,12-31-1946,12-31-2013
11067,FU633020000.A,Money market mutual funds; checkable deposits and currency; asset,A,12-31-1946,12-31-2013
11068,FU633030205.Q,Money market mutual funds; other deposits including time and savings deposits; asset (IMA),Q,12-31-1946,09-30-2014
11069,FU156300003.Q,"Households and nonprofit organizations; consumption of fixed capital, structures, equipment, and intellectual property products, current cost basis (NIPA basis)",Q,12-31-1946,09-30-2014
11070,FU163030005.Q,Nonprofit organizations; total time and savings deposits; asset,Q,12-31-1946,09-30-2014
11071,FR883181115.A,All domestic sectors; other equity; liability (IMA),A,12-31-1946,12-31-2013
11072,FU543063673.A,"Life insurance companies, general accounts; mortgage-backed securities and other asset-backed bonds; asset",A,12-31-1946,12-31-2013
11073,FR574090005.A,Private pension funds; total financial assets ,A,12-31-1946,12-31-2013
11074,FA154190005.Q,Households and nonprofit organizations; total liabilities,Q,12-31-1946,09-30-2014
11075,FA764004005.A,U.S.-chartered depository institutions; credit market instruments; asset,A,12-31-1946,12-31-2013
11076,FU223061753.Q,State and local government employee defined contribution retirement funds; agency- and GSE-backed securities; asset,Q,12-31-1946,09-30-2014
11077,FA884122605.A,All domestic sectors; long-term debt securities; liability,A,12-31-1946,12-31-2013
11078,FR144041005.A,Nonfinancial business; short-term loans including security repurchase agreements; asset,A,12-31-1946,12-31-2013
11079,FU156900005.A,Households and nonprofit organizations; total personal outlays ,A,12-31-1946,12-31-2013
11080,FU576330005.A,"Private pension funds; consumption of fixed capital, nonresidential structures, equipment, and intellectual property products, current cost basis (gross saving)",A,12-31-1946,12-31-2013
11081,FU703062005.Q,Private depository institutions; municipal securities and loans; asset,Q,12-31-1946,09-30-2014
11082,FL313065405.A,Federal government; multifamily residential mortgages; asset,A,12-31-1945,12-31-2013
11083,FU763092000.Q,U.S.-chartered depository institutions; U.S. direct investment abroad; asset,Q,12-31-1946,09-30-2014
11084,FA765013005.A,"U.S.-chartered depository institutions; gross fixed investment, nonresidential structures, equipment, and intellectual property products",A,12-31-1946,12-31-2013
11085,FA704004005.Q,Private depository institutions; credit market instruments; asset,Q,12-31-1946,09-30-2014
11086,FL643065473.A,Mortgage real estate investment trusts; multifamily residential mortgages; asset,A,12-31-1945,12-31-2013
11087,FR473013003.A,Credit unions; depository institution reserves; asset,A,12-31-1946,12-31-2013
11088,FR573030055.Q,"Private defined contribution pension funds, including 403(b) plans; total time and savings deposits; asset",Q,12-31-1946,09-30-2014
11089,FA403065405.A,Government-sponsored enterprises; multifamily residential mortgages; asset,A,12-31-1946,12-31-2013
11090,FU573061143.A,Private defined benefit pension funds; Treasury securities; asset,A,12-31-1946,12-31-2013
11091,FR794141005.A,Financial business; short-term loans including security repurchase agreements; liability,A,12-31-1946,12-31-2013
11092,FR543065105.A,"Life insurance companies; home mortgages, including farm houses; asset",A,12-31-1946,12-31-2013
11093,FU513063603.A,Property-casualty insurance companies; mortgage-backed securities and other asset-backed bonds; asset,A,12-31-1946,12-31-2013
11094,FU893065153.A,All sectors; home mortgage charge-offs,A,12-31-1946,12-31-2013
11095,FL472150053.A,Credit unions; federal funds and security repurchase agreements held by Corporate Credit Unions; liability,A,12-31-1945,12-31-2013
11096,FA206006005.Q,State and local governments; net saving including net capital transfers paid,Q,12-31-1946,09-30-2014
11097,FR604090005.A,Other financial intermediaries except insurance companies and pension funds; total financial assets,A,12-31-1946,12-31-2013
11098,FR103169005.A,Nonfinancial corporate business; other loans and advances; liability,A,12-31-1946,12-31-2013
11099,FR103169005.Q,Nonfinancial corporate business; other loans and advances; liability,Q,12-31-1946,09-30-2014
11100,FA713011005.A,Monetary authority; U.S. official reserve assets,A,12-31-1946,12-31-2013
11101,FU403020005.A,Government-sponsored enterprises; checkable deposits and currency; asset,A,12-31-1946,12-31-2013
11102,FU403020005.Q,Government-sponsored enterprises; checkable deposits and currency; asset,Q,12-31-1946,09-30-2014
11103,FL383069105.Q,Domestic nonfinancial sectors; commercial paper; asset,Q,12-31-1945,09-30-2014
11104,FL733061703.Q,Holding companies; agency- and GSE-backed securities; asset,Q,12-31-1945,09-30-2014
11105,FA703193005.Q,Private depository institutions; unidentified miscellaneous liabilities,Q,12-31-1946,09-30-2014
11106,FL763123005.A,"U.S.-chartered depository institutions; checkable deposits due to the federal government, including demand notes issued to U.S. Treasury and tax and loan accounts; liability",A,12-31-1945,12-31-2013
11107,FL763123005.Q,"U.S.-chartered depository institutions; checkable deposits due to the federal government, including demand notes issued to U.S. Treasury and tax and loan accounts; liability",Q,12-31-1945,09-30-2014
11108,FU593073005.Q,Pension funds; claims of pension fund on sponsor; asset,Q,12-31-1946,09-30-2014
11109,FL614104005.A,Finance companies; credit market instruments; liability,A,12-31-1945,12-31-2013
11110,FR010000066.Q,Financial soundness indicator; liquid assets as a percent of short-term liabilties,Q,03-31-2010,09-30-2014
11111,FL423161705.A,Government-sponsored enterprises and federally related mortgage pools; U.S. government agency securities; liability,A,12-31-1945,12-31-2013
11112,FL315014665.Q,Federal government; total residential and nonresidential structures,Q,12-31-1945,09-30-2014
11113,FL212050003.Q,"State and local governments, excluding employee retirement funds; federal funds and security repurchase agreements; asset",Q,12-31-1945,09-30-2014
11114,FA513063603.Q,Property-casualty insurance companies; mortgage-backed securities and other asset-backed bonds; asset,Q,12-31-1946,09-30-2014
11115,FR103165505.Q,Nonfinancial corporate business; commercial mortgages; liability,Q,12-31-1946,09-30-2014
